amount,p_month,p_age,p_gender,postal_code_id,id
10543.48116,2015-04-01,<=24,F,6127,9277
13099.01922,2015-04-01,<=24,M,6127,5548
80488.73682,2015-04-01,25-34,F,6127,3246
81091.47802,2015-04-01,25-34,M,6127,7385
165652.2711,2015-04-01,35-44,F,6127,3742
134335.2029,2015-04-01,35-44,M,6127,710
227372.12816,2015-04-01,45-54,F,6127,8868
144168.6676,2015-04-01,45-54,M,6127,2079
186300.89016,2015-04-01,55-64,F,6127,1981
136174.596,2015-04-01,55-64,M,6127,8615
138926.96054,2015-04-01,>=65,F,6127,619
115429.47046,2015-04-01,>=65,M,6127,6301
13296.82002,2015-05-01,<=24,F,6127,9071
17299.40072,2015-05-01,<=24,M,6127,5246
95510.8575,2015-05-01,25-34,F,6127,3596
91047.9581,2015-05-01,25-34,M,6127,7675
188265.85424,2015-05-01,35-44,F,6127,4123
146882.90438,2015-05-01,35-44,M,6127,858
259239.44838,2015-05-01,45-54,F,6127,8514
165994.2969,2015-05-01,45-54,M,6127,1791
198828.97372,2015-05-01,55-64,F,6127,2360
162280.727,2015-05-01,55-64,M,6127,8913
147786.92802,2015-05-01,>=65,F,6127,485
126167.14494,2015-05-01,>=65,M,6127,5923
13524.7296,2015-06-01,<=24,F,6127,6108
19315.36072,2015-06-01,<=24,M,6127,575
86959.0276,2015-06-01,25-34,F,6127,6630
87572.60084,2015-06-01,25-34,M,6127,2659
180195.42736,2015-06-01,35-44,F,6127,10080
148685.02336,2015-06-01,35-44,M,6127,4516
256324.51732,2015-06-01,45-54,F,6127,1540
177588.01762,2015-06-01,45-54,M,6127,8126
212437.06264,2015-06-01,55-64,F,6127,8061
150209.2688,2015-06-01,55-64,M,6127,10489
150481.27478,2015-06-01,>=65,F,6127,5730
153745.00588,2015-06-01,>=65,M,6127,9321
12687.5402,2015-07-01,<=24,F,6127,9648
15320.66024,2015-07-01,<=24,M,6127,6392
84425.08514,2015-07-01,25-34,F,6127,2439
93297.4580599999,2015-07-01,25-34,M,6127,6504
172369.97956,2015-07-01,35-44,F,6127,4625
144345.50894,2015-07-01,35-44,M,6127,1115
231286.70872,2015-07-01,45-54,F,6127,8344
155950.87014,2015-07-01,45-54,M,6127,1604
194287.37872,2015-07-01,55-64,F,6127,1404
144759.39144,2015-07-01,55-64,M,6127,7776
117798.10768,2015-07-01,>=65,F,6127,228
99711.23428,2015-07-01,>=65,M,6127,5450
11287.20126,2015-08-01,<=24,F,6127,1616
17468.53938,2015-08-01,<=24,M,6127,8356
61375.78118,2015-08-01,25-34,F,6127,991
69443.19566,2015-08-01,25-34,M,6127,4558
100345.5413,2015-08-01,35-44,F,6127,6564
100965.86492,2015-08-01,35-44,M,6127,2670
128855.9993,2015-08-01,45-54,F,6127,6375
107181.78452,2015-08-01,45-54,M,6127,9637
127413.28606,2015-08-01,55-64,F,6127,377
93343.6371,2015-08-01,55-64,M,6127,5790
85537.49366,2015-08-01,>=65,F,6127,2153
75770.47948,2015-08-01,>=65,M,6127,8793
14225.08048,2015-09-01,<=24,F,6127,9019
15604.50182,2015-09-01,<=24,M,6127,2270
88023.7017600001,2015-09-01,25-34,F,6127,3887
83832.58136,2015-09-01,25-34,M,6127,9725
187386.96024,2015-09-01,35-44,F,6127,3335
142793.23796,2015-09-01,35-44,M,6127,7249
261836.8177,2015-09-01,45-54,F,6127,246
166034.84992,2015-09-01,45-54,M,6127,5716
195034.24056,2015-09-01,55-64,F,6127,5142
144657.18132,2015-09-01,55-64,M,6127,9097
131795.5684,2015-09-01,>=65,F,6127,8144
105875.89468,2015-09-01,>=65,M,6127,10607
12903.80956,2015-10-01,<=24,F,6127,1490
15511.0414,2015-10-01,<=24,M,6127,7951
86175.31948,2015-10-01,25-34,F,6127,10301
85511.83306,2015-10-01,25-34,M,6127,4833
186390.16666,2015-10-01,35-44,F,6127,7011
141200.76408,2015-10-01,35-44,M,6127,2934
249955.26912,2015-10-01,45-54,F,6127,5959
171422.93106,2015-10-01,45-54,M,6127,467
210493.52526,2015-10-01,55-64,F,6127,9548
151498.4107,2015-10-01,55-64,M,6127,6216
167852.92292,2015-10-01,>=65,F,6127,1761
128654.1465,2015-10-01,>=65,M,6127,8567
15037.16068,2015-11-01,<=24,F,6127,15
17472.95115,2015-11-01,<=24,M,6127,5256
90390.38428,2015-11-01,25-34,F,6127,3617
82289.33534,2015-11-01,25-34,M,6127,7696
188391.02728,2015-11-01,35-44,F,6127,4101
139087.10112,2015-11-01,35-44,M,6127,9940
249126.06474,2015-11-01,45-54,F,6127,8496
173033.27168,2015-11-01,45-54,M,6127,1773
213356.14512,2015-11-01,55-64,F,6127,2335
149845.05922,2015-11-01,55-64,M,6127,8888
169579.68694,2015-11-01,>=65,F,6127,9530
135716.14188,2015-11-01,>=65,M,6127,5943
15425.8611,2015-12-01,<=24,F,6127,9240
14628.5597,2015-12-01,<=24,M,6127,5307
89429.2981,2015-12-01,25-34,F,6127,3490
85396.01342,2015-12-01,25-34,M,6127,7465
192748.75068,2015-12-01,35-44,F,6127,4335
154576.53648,2015-12-01,35-44,M,6127,912
273487.4195,2015-12-01,45-54,F,6127,8629
175214.80892,2015-12-01,45-54,M,6127,1996
238992.43638,2015-12-01,55-64,F,6127,2063
175044.131,2015-12-01,55-64,M,6127,8853
207999.98528,2015-12-01,>=65,F,6127,333
159430.70884,2015-12-01,>=65,M,6127,5897
38530.10096,2015-01-01,<=24,F,6128,923
35340.70052,2015-01-01,<=24,M,6128,4353
258810.6454,2015-01-01,25-34,F,6128,1715
203202.20552,2015-01-01,25-34,M,6128,8520
310199.52438,2015-01-01,35-44,F,6128,5293
245647.21692,2015-01-01,35-44,M,6128,9233
324253.76294,2015-01-01,45-54,F,6128,7750
207895.38534,2015-01-01,45-54,M,6128,3585
264234.47498,2015-01-01,55-64,F,6128,3162
195468.19604,2015-01-01,55-64,M,6128,7149
234295.28624,2015-01-01,>=65,F,6128,10272
174327.00218,2015-01-01,>=65,M,6128,4777
28596.02016,2015-02-01,<=24,F,6128,6352
20611.87942,2015-02-01,<=24,M,6128,9660
225643.0733,2015-02-01,25-34,F,6128,6553
180657.54016,2015-02-01,25-34,M,6128,2413
265098.79218,2015-02-01,35-44,F,6128,1140
208899.41842,2015-02-01,35-44,M,6128,4589
243300.03954,2015-02-01,45-54,F,6128,10632
197088.73708,2015-02-01,45-54,M,6128,8363
231291.45652,2015-02-01,55-64,F,6128,7821
167915.1998,2015-02-01,55-64,M,6128,1376
219178.56176,2015-02-01,>=65,F,6128,5498
157453.07614,2015-02-01,>=65,M,6128,209
41197.0583,2015-03-01,<=24,F,6128,9686
36954.20088,2015-03-01,<=24,M,6128,6319
281669.12012,2015-03-01,25-34,F,6128,2525
188578.76046,2015-03-01,25-34,M,6128,6430
321644.556,2015-03-01,35-44,F,6128,4697
229487.6142,2015-03-01,35-44,M,6128,1069
305100.1685,2015-03-01,45-54,F,6128,8263
224512.56696,2015-03-01,45-54,M,6128,1682
228484.5476,2015-03-01,55-64,F,6128,1344
177490.50428,2015-03-01,55-64,M,6128,7870
208648.01652,2015-03-01,>=65,F,6128,183
154613.30062,2015-03-01,>=65,M,6128,5534
33713.37916,2015-04-01,<=24,F,6128,2070
26555.00004,2015-04-01,<=24,M,6128,8859
248220.02456,2015-04-01,25-34,F,6128,748
191586.4228,2015-04-01,25-34,M,6128,3982
307838.37168,2015-04-01,35-44,F,6128,7159
222219.78738,2015-04-01,35-44,M,6128,3172
307417.25564,2015-04-01,45-54,F,6128,5530
205872.31616,2015-04-01,45-54,M,6128,9270
227039.54586,2015-04-01,55-64,F,6128,145
171167.17822,2015-04-01,55-64,M,6128,5300
240649.90186,2015-04-01,>=65,F,6128,1666
157491.78002,2015-04-01,>=65,M,6128,8247
36092.97808,2015-05-01,<=24,F,6128,1783
20779.02024,2015-05-01,<=24,M,6128,8506
256036.5916,2015-05-01,25-34,F,6128,905
216964.86168,2015-05-01,25-34,M,6128,4399
357818.5622,2015-05-01,35-44,F,6128,7422
259321.39944,2015-05-01,35-44,M,6128,3525
373397.32258,2015-05-01,45-54,F,6128,5231
245760.46366,2015-05-01,45-54,M,6128,9063
301082.06172,2015-05-01,55-64,F,6128,285
189156.76542,2015-05-01,55-64,M,6128,5641
233769.73682,2015-05-01,>=65,F,6128,1479
187041.01586,2015-05-01,>=65,M,6128,8000
42158.50036,2015-06-01,<=24,F,6128,8134
35607.78016,2015-06-01,<=24,M,6128,1543
271209.81538,2015-06-01,25-34,F,6128,4579
199440.6784,2015-06-01,25-34,M,6128,10206
349325.75234,2015-06-01,35-44,F,6128,2407
248871.70418,2015-06-01,35-44,M,6128,6547
360202.92432,2015-06-01,45-54,F,6128,577
251407.28412,2015-06-01,45-54,M,6128,6113
288723.70476,2015-06-01,55-64,F,6128,6030
174297.0586,2015-06-01,55-64,M,6128,9498
259043.36126,2015-06-01,>=65,F,6128,8981
154385.49606,2015-06-01,>=65,M,6128,2232
32873.59936,2015-07-01,<=24,F,6128,1590
35663.74056,2015-07-01,<=24,M,6128,8330
257932.64208,2015-07-01,25-34,F,6128,988
210779.22526,2015-07-01,25-34,M,6128,4552
331702.12716,2015-07-01,35-44,F,6128,6601
258932.38638,2015-07-01,35-44,M,6128,2707
316775.56538,2015-07-01,45-54,F,6128,6387
232668.67624,2015-07-01,45-54,M,6128,9644
259579.76008,2015-07-01,55-64,F,6128,397
170479.34004,2015-07-01,55-64,M,6128,5834
177008.86418,2015-07-01,>=65,F,6128,2144
142703.66432,2015-07-01,>=65,M,6128,8784
22355.7405,2015-08-01,<=24,F,6128,9635
15120.92042,2015-08-01,<=24,M,6128,6370
161708.96324,2015-08-01,25-34,F,6128,2429
125807.4009,2015-08-01,25-34,M,6128,6494
169540.37348,2015-08-01,35-44,F,6128,4650
125472.84634,2015-08-01,35-44,M,6128,1131
166382.90436,2015-08-01,45-54,F,6128,8347
139042.09842,2015-08-01,45-54,M,6128,1607
120431.90226,2015-08-01,55-64,F,6128,1418
92002.72118,2015-08-01,55-64,M,6128,7800
85328.36326,2015-08-01,>=65,F,6128,222
71540.42212,2015-08-01,>=65,M,6128,5439
54163.6396,2015-09-01,<=24,F,6128,5706
41749.35972,2015-09-01,<=24,M,6128,242
275394.24558,2015-09-01,25-34,F,6128,7187
230947.4607,2015-09-01,25-34,M,6128,3100
353202.8903,2015-09-01,35-44,F,6128,9862
303190.4877,2015-09-01,35-44,M,6128,3959
353672.06066,2015-09-01,45-54,F,6128,2247
267360.93768,2015-09-01,45-54,M,6128,8996
240986.63408,2015-09-01,55-64,F,6128,8437
203338.87968,2015-09-01,55-64,M,6128,1865
203884.6342,2015-09-01,>=65,F,6128,6095
134766.22102,2015-09-01,>=65,M,6128,9616
53071.23924,2015-10-01,<=24,F,6128,473
40959.6398,2015-10-01,<=24,M,6128,5968
279547.43138,2015-10-01,25-34,F,6128,2829
231326.25174,2015-10-01,25-34,M,6128,6736
394477.90098,2015-10-01,35-44,F,6128,5082
282722.84234,2015-10-01,35-44,M,6128,10332
350110.94592,2015-10-01,45-54,F,6128,7966
287417.81706,2015-10-01,45-54,M,6128,1499
298676.66718,2015-10-01,55-64,F,6128,10590
214168.29806,2015-10-01,55-64,M,6128,8183
239112.27138,2015-10-01,>=65,F,6128,9081
160767.78306,2015-10-01,>=65,M,6128,5199
45561.78192,2015-11-01,<=24,F,6128,1768
31049.1814,2015-11-01,<=24,M,6128,8491
266313.50802,2015-11-01,25-34,F,6128,9981
217951.07738,2015-11-01,25-34,M,6128,4382
357592.0958,2015-11-01,35-44,F,6128,7437
278241.05762,2015-11-01,35-44,M,6128,3540
318292.30812,2015-11-01,45-54,F,6128,5251
222296.43784,2015-11-01,45-54,M,6128,11
266585.27372,2015-11-01,55-64,F,6128,9360
195477.9608,2015-11-01,55-64,M,6128,5660
253439.14526,2015-11-01,>=65,F,6128,10528
190642.77846,2015-11-01,>=65,M,6128,7985
47806.79892,2015-12-01,<=24,F,6128,1985
41013.81956,2015-12-01,<=24,M,6128,8619
309536.59238,2015-12-01,25-34,F,6128,870
233426.51748,2015-12-01,25-34,M,6128,4067
367350.29164,2015-12-01,35-44,F,6128,7752
278327.71128,2015-12-01,35-44,M,6128,3587
359968.61946,2015-12-01,45-54,F,6128,5291
233180.93632,2015-12-01,45-54,M,6128,9231
318520.6633,2015-12-01,55-64,F,6128,190
241167.23718,2015-12-01,55-64,M,6128,5544
302716.25094,2015-12-01,>=65,F,6128,1347
172443.69474,2015-12-01,>=65,M,6128,7874
1041.56994,2015-01-01,<=24,F,6152,2330
960.93996,2015-01-01,<=24,M,6152,8976
7694.34044,2015-01-01,25-34,F,6152,9795
6202.26991,2015-01-01,25-34,M,6152,3765
9898.51094,2015-01-01,35-44,F,6152,7365
9207.90074,2015-01-01,35-44,M,6152,3226
10178.51064,2015-01-01,45-54,F,6152,5599
6195.16024,2015-01-01,45-54,M,6152,307
11688.67898,2015-01-01,55-64,F,6152,9076
9439.27982,2015-01-01,55-64,M,6152,5193
10598.25999,2015-01-01,>=65,F,6152,10587
4853.00012,2015-01-01,>=65,M,6152,8176
1127.06011,2015-02-01,<=24,F,6152,6936
722.10988,2015-02-01,<=24,M,6152,2965
13259.41124,2015-02-01,25-34,F,6152,5750
8570.79035,2015-02-01,25-34,M,6152,404
22276.0896,2015-02-01,35-44,F,6152,1440
11712.75073,2015-02-01,35-44,M,6152,8082
14740.92074,2015-02-01,45-54,F,6152,10393
10655.45997,2015-02-01,45-54,M,6152,4952
19969.77779,2015-02-01,55-64,F,6152,4538
16170.94082,2015-02-01,55-64,M,6152,1014
10272.08128,2015-02-01,>=65,F,6152,7495
4789.36032,2015-02-01,>=65,M,6152,3433
1643.84004,2015-03-01,<=24,F,6152,2925
1114.61022,2015-03-01,<=24,M,6152,7003
10365.22157,2015-03-01,25-34,F,6152,325
6849.37032,2015-03-01,25-34,M,6152,5880
18493.50996,2015-03-01,35-44,F,6152,7958
9164.72995,2015-03-01,35-44,M,6152,1496
12167.64044,2015-03-01,45-54,F,6152,5095
7098.36994,2015-03-01,45-54,M,6152,10341
22854.00949,2015-03-01,55-64,F,6152,1029
9037.95991,2015-03-01,55-64,M,6152,4493
6509.9397,2015-03-01,>=65,F,6152,3476
8036.91962,2015-03-01,>=65,M,6152,7450
1223.78011,2015-04-01,<=24,F,6152,9969
758.51996,2015-04-01,<=24,M,6152,4080
14578.3992,2015-04-01,25-34,F,6152,2010
6189.83982,2015-04-01,25-34,M,6152,8644
13677.64992,2015-04-01,35-44,F,6152,5202
10010.65057,2015-04-01,35-44,M,6152,22
10081.83994,2015-04-01,45-54,F,6152,7446
4632.81006,2015-04-01,45-54,M,6152,3472
12496.65056,2015-04-01,55-64,F,6152,3239
20881.70953,2015-04-01,55-64,M,6152,7378
8262.53959,2015-04-01,>=65,F,6152,1246
4255.66015,2015-04-01,>=65,M,6152,5089
1270.22001,2015-05-01,<=24,F,6152,9760
785.68001,2015-05-01,<=24,M,6152,3787
16869.09111,2015-05-01,25-34,F,6152,2342
15232.5996,2015-05-01,25-34,M,6152,8895
17163.80976,2015-05-01,35-44,F,6152,5577
9092.67044,2015-05-01,35-44,M,6152,162
13259.31953,2015-05-01,45-54,F,6152,7096
8256.77006,2015-05-01,45-54,M,6152,3210
16437.11065,2015-05-01,55-64,F,6152,3624
15432.6503,2015-05-01,55-64,M,6152,7703
12784.13043,2015-05-01,>=65,F,6152,1095
9015.13053,2015-05-01,>=65,M,6152,4661
1348.49988,2015-06-01,<=24,F,6152,4884
770.90997,2015-06-01,<=24,M,6152,1192
12971.61089,2015-06-01,25-34,F,6152,8067
8654.91945,2015-06-01,25-34,M,6152,10490
24950.7896,2015-06-01,35-44,F,6152,9446
18758.09116,2015-06-01,35-44,M,6152,5742
11516.67037,2015-06-01,45-54,F,6152,2722
10264.1591,2015-06-01,45-54,M,6152,6860
17949.20907,2015-06-01,55-64,F,6152,6603
14232.15092,2015-06-01,55-64,M,6152,2633
9772.8207,2015-06-01,>=65,F,6152,4313
9020.07996,2015-06-01,>=65,M,6152,10027
2164.86998,2015-07-01,<=24,F,6152,10372
937.55996,2015-07-01,<=24,M,6152,5001
13161.3208,2015-07-01,25-34,F,6152,1419
10299.05006,2015-07-01,25-34,M,6152,7802
18307.04916,2015-07-01,35-44,F,6152,6056
15092.22962,2015-07-01,35-44,M,6152,431
16610.22981,2015-07-01,45-54,F,6152,6900
7772.02035,2015-07-01,45-54,M,6152,3023
21110.1708,2015-07-01,55-64,F,6152,2432
17244.11004,2015-07-01,55-64,M,6152,6497
12333.07992,2015-07-01,>=65,F,6152,846
6938.48004,2015-07-01,>=65,M,6152,4173
643.52004,2015-08-01,<=24,F,6152,3038
565.44997,2015-08-01,<=24,M,6152,6915
7275.75007,2015-08-01,25-34,F,6152,393
6850.99952,2015-08-01,25-34,M,6152,5826
13245.78064,2015-08-01,35-44,F,6152,8018
9620.17002,2015-08-01,35-44,M,6152,1450
8483.06956,2015-08-01,45-54,F,6152,4984
4803.24966,2015-08-01,45-54,M,6152,10366
12637.1703,2015-08-01,55-64,F,6152,986
15591.41,2015-08-01,55-64,M,6152,4549
8034.01984,2015-08-01,>=65,F,6152,3411
14162.81046,2015-08-01,>=65,M,6152,7562
1181.08998,2015-09-01,<=24,F,6152,7609
636.98,2015-09-01,<=24,M,6152,3723
11094.40956,2015-09-01,25-34,F,6152,5184
5039.51988,2015-09-01,25-34,M,6152,9113
19343.82958,2015-09-01,35-44,F,6152,1940
11851.55917,2015-09-01,35-44,M,6152,8663
16161.03021,2015-09-01,45-54,F,6152,934
10381.49039,2015-09-01,45-54,M,6152,4288
25411.4504,2015-09-01,55-64,F,6152,3875
14634.18938,2015-09-01,55-64,M,6152,9717
9013.55961,2015-09-01,>=65,F,6152,6883
11255.62067,2015-09-01,>=65,M,6152,2746
2097.63972,2015-10-01,<=24,F,6152,2617
1827.55024,2015-10-01,<=24,M,6152,6674
14317.14859,2015-10-01,25-34,F,6152,9560
8694.81122,2015-10-01,25-34,M,6152,6235
27153.77784,2015-10-01,35-44,F,6152,8243
19079.62004,2015-10-01,35-44,M,6152,1662
24212.89905,2015-10-01,45-54,F,6152,4709
20776.42923,2015-10-01,45-54,M,6152,1075
46825.04611,2015-10-01,55-64,F,6152,10277
23474.00164,2015-10-01,55-64,M,6152,4786
18965.97958,2015-10-01,>=65,F,6152,3168
15679.0604,2015-10-01,>=65,M,6152,7155
2197.04956,2015-11-01,<=24,F,6152,699
760.9801,2015-11-01,<=24,M,6152,3803
16485.12904,2015-11-01,25-34,F,6152,2370
10905.04907,2015-11-01,25-34,M,6152,8923
24539.68123,2015-11-01,35-44,F,6152,5559
17727.2802,2015-11-01,35-44,M,6152,9246
26501.09059,2015-11-01,45-54,F,6152,7073
13905.69096,2015-11-01,45-54,M,6152,3187
28124.759,2015-11-01,55-64,F,6152,3607
26091.82228,2015-11-01,55-64,M,6152,7686
20565.09072,2015-11-01,>=65,F,6152,10186
10052.53938,2015-11-01,>=65,M,6152,4681
1857.08985,2015-12-01,<=24,F,6152,9836
1482.28989,2015-12-01,<=24,M,6152,4001
10384.50984,2015-12-01,25-34,F,6152,2089
6882.93944,2015-12-01,25-34,M,6152,8879
22227.56854,2015-12-01,35-44,F,6152,5597
13050.36104,2015-12-01,35-44,M,6152,306
17885.30982,2015-12-01,45-54,F,6152,7366
9026.41963,2015-12-01,45-54,M,6152,3228
34252.86805,2015-12-01,55-64,F,6152,3484
16953.32925,2015-12-01,55-64,M,6152,7459
16872.7487,2015-12-01,>=65,F,6152,1032
16055.2009,2015-12-01,>=65,M,6152,4498
42347.3,2015-01-01,<=24,F,6156,8150
37298.46024,2015-01-01,<=24,M,6156,10611
236661.72132,2015-01-01,25-34,F,6156,4601
186978.93938,2015-01-01,25-34,M,6156,1146
461174.1544,2015-01-01,35-44,F,6156,2384
362665.65742,2015-01-01,35-44,M,6156,6524
243354.2698,2015-01-01,45-54,F,6156,9620
221375.37228,2015-01-01,45-54,M,6156,6100
87506.8774,2015-01-01,55-64,F,6156,6009
96341.44038,2015-01-01,55-64,M,6156,443
34307.56066,2015-01-01,>=65,F,6156,9003
46050.8406,2015-01-01,>=65,M,6156,2254
32434.17922,2015-02-01,<=24,F,6156,3471
22808.18066,2015-02-01,<=24,M,6156,7445
168725.50714,2015-02-01,25-34,F,6156,9222
136934.1596,2015-02-01,25-34,M,6156,5281
338259.0088,2015-02-01,35-44,F,6156,8564
298055.84866,2015-02-01,35-44,M,6156,1759
160054.69452,2015-02-01,45-54,F,6156,4081
182272.26034,2015-02-01,45-54,M,6156,877
54055.29696,2015-02-01,55-64,F,6156,9844
73377.0612,2015-02-01,55-64,M,6156,4020
21242.32064,2015-02-01,>=65,F,6156,2931
42080.24048,2015-02-01,>=65,M,6156,7009
38686.81926,2015-03-01,<=24,F,6156,7499
29154.40954,2015-03-01,<=24,M,6156,3437
191680.84352,2015-03-01,25-34,F,6156,5380
146764.3037,2015-03-01,25-34,M,6156,9140
404394.37208,2015-03-01,35-44,F,6156,1853
331512.4777,2015-03-01,35-44,M,6156,8425
197811.76226,2015-03-01,45-54,F,6156,818
212924.84432,2015-03-01,45-54,M,6156,4221
68139.38084,2015-03-01,55-64,F,6156,3948
89299.21824,2015-03-01,55-64,M,6156,9858
28862.1396,2015-03-01,>=65,F,6156,6928
49820.92034,2015-03-01,>=65,M,6156,2957
36052.81924,2015-04-01,<=24,F,6156,4951
26382.05898,2015-04-01,<=24,M,6156,1307
190815.6507,2015-04-01,25-34,F,6156,7851
148032.0804,2015-04-01,25-34,M,6156,10453
388462.81824,2015-04-01,35-44,F,6156,9495
335311.52122,2015-04-01,35-44,M,6156,6024
206468.83866,2015-04-01,45-54,F,6156,2968
212811.17174,2015-04-01,45-54,M,6156,6939
68688.8387,2015-04-01,55-64,F,6156,6540
90287.92134,2015-04-01,55-64,M,6156,2400
25623.00028,2015-04-01,>=65,F,6156,4229
44295.84014,2015-04-01,>=65,M,6156,9913
41635.07776,2015-05-01,<=24,F,6156,4620
27822.73832,2015-05-01,<=24,M,6156,1112
222321.63914,2015-05-01,25-34,F,6156,8099
162083.1426,2015-05-01,25-34,M,6156,10619
464883.271,2015-05-01,35-44,F,6156,9649
357222.65766,2015-05-01,35-44,M,6156,6395
237044.31268,2015-05-01,45-54,F,6156,2696
239243.93782,2015-05-01,45-54,M,6156,6590
80036.53802,2015-05-01,55-64,F,6156,6843
104377.22098,2015-05-01,55-64,M,6156,2795
26185.20012,2015-05-01,>=65,F,6156,3842
83859.2599,2015-05-01,>=65,M,6156,9744
47447.25946,2015-06-01,<=24,F,6156,10009
33679.45896,2015-06-01,<=24,M,6156,4365
232372.0776,2015-06-01,25-34,F,6156,1744
173513.34092,2015-06-01,25-34,M,6156,8549
487357.78826,2015-06-01,35-44,F,6156,5272
387373.11162,2015-06-01,35-44,M,6156,135
287521.86256,2015-06-01,45-54,F,6156,7732
248406.4633,2015-06-01,45-54,M,6156,3567
101856.18064,2015-06-01,55-64,F,6156,3135
109624.43788,2015-06-01,55-64,M,6156,7122
30134.94096,2015-06-01,>=65,F,6156,1213
60898.72078,2015-06-01,>=65,M,6156,4817
49379.58122,2015-07-01,<=24,F,6156,4130
41340.63992,2015-07-01,<=24,M,6156,863
230085.22844,2015-07-01,25-34,F,6156,8595
181925.15894,2015-07-01,25-34,M,6156,2043
440622.68204,2015-07-01,35-44,F,6156,9067
393532.32966,2015-07-01,35-44,M,6156,5239
243202.48468,2015-07-01,45-54,F,6156,3513
258214.61592,2015-07-01,45-54,M,6156,7410
96521.25804,2015-07-01,55-64,F,6156,7337
131919.45886,2015-07-01,55-64,M,6156,3281
28109.88014,2015-07-01,>=65,F,6156,5048
62095.5388,2015-07-01,>=65,M,6156,10357
34041.0198,2015-08-01,<=24,F,6156,7429
30959.7998,2015-08-01,<=24,M,6156,3532
172252.8615,2015-08-01,25-34,F,6156,5334
144777.3447,2015-08-01,25-34,M,6156,9209
321005.51658,2015-08-01,35-44,F,6156,1780
303782.16196,2015-08-01,35-44,M,6156,8503
173516.8804,2015-08-01,45-54,F,6156,849
211867.95992,2015-08-01,45-54,M,6156,4106
59309.54054,2015-08-01,55-64,F,6156,4036
95121.11846,2015-08-01,55-64,M,6156,9812
22625.8812,2015-08-01,>=65,F,6156,7069
43368.79908,2015-08-01,>=65,M,6156,2903
43137.29942,2015-09-01,<=24,F,6156,2844
36157.25986,2015-09-01,<=24,M,6156,6751
190641.3618,2015-09-01,25-34,F,6156,484
149626.5342,2015-09-01,25-34,M,6156,5994
458532.73816,2015-09-01,35-44,F,6156,7879
336267.45278,2015-09-01,35-44,M,6156,1350
229809.9209,2015-09-01,45-54,F,6156,4785
222408.43998,2015-09-01,45-54,M,6156,10276
73520.90022,2015-09-01,55-64,F,6156,1076
94827.17868,2015-09-01,55-64,M,6156,4710
30277.43984,2015-09-01,>=65,F,6156,3594
46735.6403,2015-09-01,>=65,M,6156,7759
46992.80062,2015-10-01,<=24,F,6156,7206
40337.96022,2015-10-01,<=24,M,6156,3118
221128.24,2015-10-01,25-34,F,6156,5727
166440.50082,2015-10-01,25-34,M,6156,252
452874.33988,2015-10-01,35-44,F,6156,2167
377665.8091,2015-10-01,35-44,M,6156,8746
252333.11848,2015-10-01,45-54,F,6156,9716
247499.84126,2015-10-01,45-54,M,6156,3874
87343.7577599999,2015-10-01,55-64,F,6156,4289
97301.9229,2015-10-01,55-64,M,6156,935
27883.89876,2015-10-01,>=65,F,6156,6625
62892.20198,2015-10-01,>=65,M,6156,2654
49452.91926,2015-11-01,<=24,F,6156,4635
37169.98034,2015-11-01,<=24,M,6156,10196
197392.6256,2015-11-01,25-34,F,6156,8121
168738.0992,2015-11-01,25-34,M,6156,1566
433912.46278,2015-11-01,35-44,F,6156,589
333642.87016,2015-11-01,35-44,M,6156,6378
255261.17914,2015-11-01,45-54,F,6156,2674
229694.06858,2015-11-01,45-54,M,6156,6568
83234.40118,2015-11-01,55-64,F,6156,6822
101281.01992,2015-11-01,55-64,M,6156,2774
37651.59992,2015-11-01,>=65,F,6156,3864
59598.59878,2015-11-01,>=65,M,6156,686
55895.28872,2015-12-01,<=24,F,6156,4524
42642.17986,2015-12-01,<=24,M,6156,1008
261465.26574,2015-12-01,25-34,F,6156,8397
210774.56178,2015-12-01,25-34,M,6156,1583
548692.28512,2015-12-01,35-44,F,6156,9618
401689.844,2015-12-01,35-44,M,6156,6098
315866.35176,2015-12-01,45-54,F,6156,2385
277693.59192,2015-12-01,45-54,M,6156,6525
121960.64242,2015-12-01,55-64,F,6156,6956
120329.03958,2015-12-01,55-64,M,6156,2985
56519.28146,2015-12-01,>=65,F,6156,3970
65301.63964,2015-12-01,>=65,M,6156,9868
8763.95074,2015-01-01,<=24,F,6170,8391
7279.05046,2015-01-01,<=24,M,6170,1581
63815.43056,2015-01-01,25-34,F,6170,4534
72525.83752,2015-01-01,25-34,M,6170,10092
129805.71159,2015-01-01,35-44,F,6170,2634
114437.17547,2015-01-01,35-44,M,6170,6605
151172.77188,2015-01-01,45-54,F,6170,600
109075.86793,2015-01-01,45-54,M,6170,6340
142394.72074,2015-01-01,55-64,F,6170,5745
97111.29779,2015-01-01,55-64,M,6170,9447
135726.87387,2015-01-01,>=65,F,6170,8771
120379.32546,2015-01-01,>=65,M,6170,2192
9096.00027,2015-02-01,<=24,F,6170,3551
4708.63926,2015-02-01,<=24,M,6170,7716
68453.82104,2015-02-01,25-34,F,6170,27
48757.47042,2015-02-01,25-34,M,6170,5208
137267.61075,2015-02-01,35-44,F,6170,8646
131637.17559,2015-02-01,35-44,M,6170,2012
173040.41944,2015-02-01,45-54,F,6170,4363
97844.23307,2015-02-01,45-54,M,6170,10007
143005.37522,2015-02-01,55-64,F,6170,725
